id,name,category,price,stock
2132,peripherals-2132,peripherals,20.84,424
2133,storage-2133,storage,22.21,431
2134,lighting-2134,lighting,23.58,438
2135,breakroom-2135,breakroom,24.95,445
2136,furniture-2136,furniture,26.32,452
2137,stationery-2137,stationery,27.69,459
2138,peripherals-2138,peripherals,29.06,466
2139,storage-2139,storage,30.43,473
2140,lighting-2140,lighting,31.80,480
2141,breakroom-2141,breakroom,33.17,487
2142,furniture-2142,furniture,34.54,494
2143,stationery-2143,stationery,35.91,1
2144,peripherals-2144,peripherals,37.28,8
2145,storage-2145,storage,38.65,15
2146,lighting-2146,lighting,40.02,22
2147,breakroom-2147,breakroom,41.39,29
2148,furniture-2148,furniture,42.76,36
2149,stationery-2149,stationery,44.13,43
2150,peripherals-2150,peripherals,45.50,50
2151,storage-2151,storage,46.87,57
2152,lighting-2152,lighting,48.24,64
2153,breakroom-2153,breakroom,49.61,71
2154,furniture-2154,furniture,50.98,78
2155,stationery-2155,stationery,52.35,85
2156,peripherals-2156,peripherals,53.72,92
2157,storage-2157,storage,55.09,99
2158,lighting-2158,lighting,56.46,106
2159,breakroom-2159,breakroom,57.83,113
2160,furniture-2160,furniture,59.20,120
2161,stationery-2161,stationery,60.57,127
2162,peripherals-2162,peripherals,61.94,134
2163,storage-2163,storage,63.31,141
2164,lighting-2164,lighting,64.68,148
2165,breakroom-2165,breakroom,66.05,155
2166,furniture-2166,furniture,67.42,162
2167,stationery-2167,stationery,68.79,169
2168,peripherals-2168,peripherals,70.16,176
2169,storage-2169,storage,71.53,183
2170,lighting-2170,lighting,72.90,190
2171,breakroom-2171,breakroom,74.27,197
2172,furniture-2172,furniture,75.64,204
2173,stationery-2173,stationery,77.01,211
2174,peripherals-2174,peripherals,78.38,218
2175,storage-2175,storage,79.75,225
2176,lighting-2176,lighting,81.12,232
2177,breakroom-2177,breakroom,82.49,239
2178,furniture-2178,furniture,83.86,246
2179,stationery-2179,stationery,85.23,253
2180,peripherals-2180,peripherals,86.60,260
2181,storage-2181,storage,87.97,267
2182,lighting-2182,lighting,89.34,274
2183,breakroom-2183,breakroom,90.71,281
2184,furniture-2184,furniture,92.08,288
2185,stationery-2185,stationery,93.45,295
2186,peripherals-2186,peripherals,94.82,302
2187,storage-2187,storage,96.19,309
2188,lighting-2188,lighting,97.56,316
2189,breakroom-2189,breakroom,98.93,323
2190,furniture-2190,furniture,0.30,330
2191,stationery-2191,stationery,1.67,337
2192,peripherals-2192,peripherals,3.04,344
2193,storage-2193,storage,4.41,351
2194,lighting-2194,lighting,5.78,358
2195,breakroom-2195,breakroom,7.15,365
2196,furniture-2196,furniture,8.52,372
2197,stationery-2197,stationery,9.89,379
2198,peripherals-2198,peripherals,11.26,386
2199,storage-2199,storage,12.63,393
2200,lighting-2200,lighting,14.00,400
2201,breakroom-2201,breakroom,15.37,407
2202,furniture-2202,furniture,16.74,414
2203,stationery-2203,stationery,18.11,421
2204,peripherals-2204,peripherals,19.48,428
2205,storage-2205,storage,20.85,435
2206,lighting-2206,lighting,22.22,442
2207,breakroom-2207,breakroom,23.59,449
2208,furniture-2208,furniture,24.96,456
2209,stationery-2209,stationery,26.33,463
2210,peripherals-2210,peripherals,27.70,470
2211,storage-2211,storage,29.07,477
2212,lighting-2212,lighting,30.44,484
2213,breakroom-2213,breakroom,31.81,491
2214,furniture-2214,furniture,33.18,498
2215,stationery-2215,stationery,34.55,5
2216,peripherals-2216,peripherals,35.92,12
2217,storage-2217,storage,37.29,19
2218,lighting-2218,lighting,38.66,26
2219,breakroom-2219,breakroom,40.03,33
2220,furniture-2220,furniture,41.40,40
2221,stationery-2221,stationery,42.77,47
2222,peripherals-2222,peripherals,44.14,54
2223,storage-2223,storage,45.51,61
2224,lighting-2224,lighting,46.88,68
2225,breakroom-2225,breakroom,48.25,75
2226,furniture-2226,furniture,49.62,82
2227,stationery-2227,stationery,50.99,89
2228,peripherals-2228,peripherals,52.36,96
2229,storage-2229,storage,53.73,103
2230,lighting-2230,lighting,55.10,110
2231,breakroom-2231,breakroom,56.47,117
2232,furniture-2232,furniture,57.84,124
2233,stationery-2233,stationery,59.21,131
2234,peripherals-2234,peripherals,60.58,138
2235,storage-2235,storage,61.95,145
2236,lighting-2236,lighting,63.32,152
2237,breakroom-2237,breakroom,64.69,159
2238,furniture-2238,furniture,66.06,166
2239,stationery-2239,stationery,67.43,173
2240,peripherals-2240,peripherals,68.80,180
2241,storage-2241,storage,70.17,187
2242,lighting-2242,lighting,71.54,194
2243,breakroom-2243,breakroom,72.91,201
2244,furniture-2244,furniture,74.28,208
2245,stationery-2245,stationery,75.65,215
2246,peripherals-2246,peripherals,77.02,222
2247,storage-2247,storage,78.39,229
2248,lighting-2248,lighting,79.76,236
2249,breakroom-2249,breakroom,81.13,243
2250,furniture-2250,furniture,82.50,250
2251,stationery-2251,stationery,83.87,257
2252,peripherals-2252,peripherals,85.24,264
2253,storage-2253,storage,86.61,271
2254,lighting-2254,lighting,87.98,278
2255,breakroom-2255,breakroom,89.35,285
2256,furniture-2256,furniture,90.72,292
2257,stationery-2257,stationery,92.09,299
2258,peripherals-2258,peripherals,93.46,306
2259,storage-2259,storage,94.83,313
2260,lighting-2260,lighting,96.20,320
2261,breakroom-2261,breakroom,97.57,327
2262,furniture-2262,furniture,98.94,334
2263,stationery-2263,stationery,0.31,341
2264,peripherals-2264,peripherals,1.68,348
2265,storage-2265,storage,3.05,355
2266,lighting-2266,lighting,4.42,362
2267,breakroom-2267,breakroom,5.79,369
2268,furniture-2268,furniture,7.16,376
2269,stationery-2269,stationery,8.53,383
2270,peripherals-2270,peripherals,9.90,390
2271,storage-2271,storage,11.27,397
2272,lighting-2272,lighting,12.64,404
2273,breakroom-2273,breakroom,14.01,411
2274,furniture-2274,furniture,15.38,418
2275,stationery-2275,stationery,16.75,425
2276,peripherals-2276,peripherals,18.12,432
2277,storage-2277,storage,19.49,439
2278,lighting-2278,lighting,20.86,446
2279,breakroom-2279,breakroom,22.23,453
2280,furniture-2280,furniture,23.60,460
2281,stationery-2281,stationery,24.97,467
2282,peripherals-2282,peripherals,26.34,474
2283,storage-2283,storage,27.71,481
2284,lighting-2284,lighting,29.08,488
2285,breakroom-2285,breakroom,30.45,495
2286,furniture-2286,furniture,31.82,2
2287,stationery-2287,stationery,33.19,9
2288,peripherals-2288,peripherals,34.56,16
2289,storage-2289,storage,35.93,23
2290,lighting-2290,lighting,37.30,30
2291,breakroom-2291,breakroom,38.67,37
2292,furniture-2292,furniture,40.04,44
2293,stationery-2293,stationery,41.41,51
2294,peripherals-2294,peripherals,42.78,58
2295,storage-2295,storage,44.15,65
2296,lighting-2296,lighting,45.52,72
2297,breakroom-2297,breakroom,46.89,79
2298,furniture-2298,furniture,48.26,86
2299,stationery-2299,stationery,49.63,93
2300,peripherals-2300,peripherals,51.00,100
2301,storage-2301,storage,52.37,107
2302,lighting-2302,lighting,53.74,114
2303,breakroom-2303,breakroom,55.11,121
2304,furniture-2304,furniture,56.48,128
2305,stationery-2305,stationery,57.85,135
2306,peripherals-2306,peripherals,59.22,142
2307,storage-2307,storage,60.59,149
2308,lighting-2308,lighting,61.96,156
2309,breakroom-2309,breakroom,63.33,163
2310,furniture-2310,furniture,64.70,170
2311,stationery-2311,stationery,66.07,177
2312,peripherals-2312,peripherals,67.44,184
2313,storage-2313,storage,68.81,191
2314,lighting-2314,lighting,70.18,198
2315,breakroom-2315,breakroom,71.55,205
2316,furniture-2316,furniture,72.92,212
2317,stationery-2317,stationery,74.29,219
2318,peripherals-2318,peripherals,75.66,226
2319,storage-2319,storage,77.03,233
2320,lighting-2320,lighting,78.40,240
2321,breakroom-2321,breakroom,79.77,247
2322,furniture-2322,furniture,81.14,254
2323,stationery-2323,stationery,82.51,261
2324,peripherals-2324,peripherals,83.88,268
2325,storage-2325,storage,85.25,275
2326,lighting-2326,lighting,86.62,282
2327,breakroom-2327,breakroom,87.99,289
2328,furniture-2328,furniture,89.36,296
2329,stationery-2329,stationery,90.73,303
2330,peripherals-2330,peripherals,92.10,310
2331,storage-2331,storage,93.47,317
2332,lighting-2332,lighting,94.84,324
2333,breakroom-2333,breakroom,96.21,331
2334,furniture-2334,furniture,97.58,338
2335,stationery-2335,stationery,98.95,345
2336,peripherals-2336,peripherals,0.32,352
2337,storage-2337,storage,1.69,359
2338,lighting-2338,lighting,3.06,366
2339,breakroom-2339,breakroom,4.43,373
2340,furniture-2340,furniture,5.80,380
2341,stationery-2341,stationery,7.17,387
2342,peripherals-2342,peripherals,8.54,394
2343,storage-2343,storage,9.91,401
2344,lighting-2344,lighting,11.28,408
2345,breakroom-2345,breakroom,12.65,415
2346,furniture-2346,furniture,14.02,422
2347,stationery-2347,stationery,15.39,429
2348,peripherals-2348,peripherals,16.76,436
2349,storage-2349,storage,18.13,443
2350,lighting-2350,lighting,19.50,450
2351,breakroom-2351,breakroom,20.87,457
2352,furniture-2352,furniture,22.24,464
2353,stationery-2353,stationery,23.61,471
2354,peripherals-2354,peripherals,24.98,478
2355,storage-2355,storage,26.35,485
2356,lighting-2356,lighting,27.72,492
2357,breakroom-2357,breakroom,29.09,499
2358,furniture-2358,furniture,30.46,6
2359,stationery-2359,stationery,31.83,13
2360,peripherals-2360,peripherals,33.20,20
2361,storage-2361,storage,34.57,27
2362,lighting-2362,lighting,35.94,34
2363,breakroom-2363,breakroom,37.31,41
2364,furniture-2364,furniture,38.68,48
2365,stationery-2365,stationery,40.05,55
2366,peripherals-2366,peripherals,41.42,62
2367,storage-2367,storage,42.79,69
2368,lighting-2368,lighting,44.16,76
2369,breakroom-2369,breakroom,45.53,83
2370,furniture-2370,furniture,46.90,90
2371,stationery-2371,stationery,48.27,97
2372,peripherals-2372,peripherals,49.64,104
2373,storage-2373,storage,51.01,111
2374,lighting-2374,lighting,52.38,118
2375,breakroom-2375,breakroom,53.75,125
2376,furniture-2376,furniture,55.12,132
2377,stationery-2377,stationery,56.49,139
2378,peripherals-2378,peripherals,57.86,146
2379,storage-2379,storage,59.23,153
2380,lighting-2380,lighting,60.60,160
2381,breakroom-2381,breakroom,61.97,167
2382,furniture-2382,furniture,63.34,174
2383,stationery-2383,stationery,64.71,181
2384,peripherals-2384,peripherals,66.08,188
2385,storage-2385,storage,67.45,195
2386,lighting-2386,lighting,68.82,202
2387,breakroom-2387,breakroom,70.19,209
2388,furniture-2388,furniture,71.56,216
2389,stationery-2389,stationery,72.93,223
2390,peripherals-2390,peripherals,74.30,230
2391,storage-2391,storage,75.67,237
2392,lighting-2392,lighting,77.04,244
2393,breakroom-2393,breakroom,78.41,251
2394,furniture-2394,furniture,79.78,258
2395,stationery-2395,stationery,81.15,265
2396,peripherals-2396,peripherals,82.52,272
2397,storage-2397,storage,83.89,279
2398,lighting-2398,lighting,85.26,286
2399,breakroom-2399,breakroom,86.63,293
2400,furniture-2400,furniture,88.00,300
2401,stationery-2401,stationery,89.37,307
2402,peripherals-2402,peripherals,90.74,314
2403,storage-2403,storage,92.11,321
2404,lighting-2404,lighting,93.48,328
2405,breakroom-2405,breakroom,94.85,335
2406,furniture-2406,furniture,96.22,342
2407,stationery-2407,stationery,97.59,349
2408,peripherals-2408,peripherals,98.96,356
2409,storage-2409,storage,0.33,363
2410,lighting-2410,lighting,1.70,370
2411,breakroom-2411,breakroom,3.07,377
2412,furniture-2412,furniture,4.44,384
2413,stationery-2413,stationery,5.81,391
2414,peripherals-2414,peripherals,7.18,398
2415,storage-2415,storage,8.55,405
2416,lighting-2416,lighting,9.92,412
2417,breakroom-2417,breakroom,11.29,419
2418,furniture-2418,furniture,12.66,426
2419,stationery-2419,stationery,14.03,433
2420,peripherals-2420,peripherals,15.40,440
2421,storage-2421,storage,16.77,447
2422,lighting-2422,lighting,18.14,454
2423,breakroom-2423,breakroom,19.51,461
2424,furniture-2424,furniture,20.88,468
2425,stationery-2425,stationery,22.25,475
2426,peripherals-2426,peripherals,23.62,482
2427,storage-2427,storage,24.99,489
2428,lighting-2428,lighting,26.36,496
2429,breakroom-2429,breakroom,27.73,3
2430,furniture-2430,furniture,29.10,10
2431,stationery-2431,stationery,30.47,17
2432,peripherals-2432,peripherals,31.84,24
2433,storage-2433,storage,33.21,31
2434,lighting-2434,lighting,34.58,38
2435,breakroom-2435,breakroom,35.95,45
2436,furniture-2436,furniture,37.32,52
2437,stationery-2437,stationery,38.69,59
2438,peripherals-2438,peripherals,40.06,66
2439,storage-2439,storage,41.43,73
2440,lighting-2440,lighting,42.80,80
2441,breakroom-2441,breakroom,44.17,87
2442,furniture-2442,furniture,45.54,94
2443,stationery-2443,stationery,46.91,101
2444,peripherals-2444,peripherals,48.28,108
2445,storage-2445,storage,49.65,115
2446,lighting-2446,lighting,51.02,122
2447,breakroom-2447,breakroom,52.39,129
2448,furniture-2448,furniture,53.76,136
2449,stationery-2449,stationery,55.13,143
2450,peripherals-2450,peripherals,56.50,150
2451,storage-2451,storage,57.87,157
2452,lighting-2452,lighting,59.24,164
2453,breakroom-2453,breakroom,60.61,171
2454,furniture-2454,furniture,61.98,178
2455,stationery-2455,stationery,63.35,185
2456,peripherals-2456,peripherals,64.72,192
2457,storage-2457,storage,66.09,199
2458,lighting-2458,lighting,67.46,206
2459,breakroom-2459,breakroom,68.83,213
2460,furniture-2460,furniture,70.20,220
2461,stationery-2461,stationery,71.57,227
2462,peripherals-2462,peripherals,72.94,234
2463,storage-2463,storage,74.31,241
2464,lighting-2464,lighting,75.68,248
2465,breakroom-2465,breakroom,77.05,255
2466,furniture-2466,furniture,78.42,262
2467,stationery-2467,stationery,79.79,269
2468,peripherals-2468,peripherals,81.16,276
2469,storage-2469,storage,82.53,283
2470,lighting-2470,lighting,83.90,290
2471,breakroom-2471,breakroom,85.27,297
2472,furniture-2472,furniture,86.64,304
2473,stationery-2473,stationery,88.01,311
2474,peripherals-2474,peripherals,89.38,318
2475,storage-2475,storage,90.75,325
2476,lighting-2476,lighting,92.12,332
2477,breakroom-2477,breakroom,93.49,339
2478,furniture-2478,furniture,94.86,346
2479,stationery-2479,stationery,96.23,353
2480,peripherals-2480,peripherals,97.60,360
2481,storage-2481,storage,98.97,367
2482,lighting-2482,lighting,0.34,374
2483,breakroom-2483,breakroom,1.71,381
2484,furniture-2484,furniture,3.08,388
2485,stationery-2485,stationery,4.45,395
2486,peripherals-2486,peripherals,5.82,402
2487,storage-2487,storage,7.19,409
2488,lighting-2488,lighting,8.56,416
2489,breakroom-2489,breakroom,9.93,423
2490,furniture-2490,furniture,11.30,430
2491,stationery-2491,stationery,12.67,437
2492,peripherals-2492,peripherals,14.04,444
2493,storage-2493,storage,15.41,451
2494,lighting-2494,lighting,16.78,458
2495,breakroom-2495,breakroom,18.15,465
2496,furniture-2496,furniture,19.52,472
2497,stationery-2497,stationery,20.89,479
2498,peripherals-2498,peripherals,22.26,486
2499,storage-2499,storage,23.63,493
2500,lighting-2500,lighting,25.00,0
2501,breakroom-2501,breakroom,26.37,7
2502,furniture-2502,furniture,27.74,14
2503,stationery-2503,stationery,29.11,21
2504,peripherals-2504,peripherals,30.48,28
2505,storage-2505,storage,31.85,35
2506,lighting-2506,lighting,33.22,42
2507,breakroom-2507,breakroom,34.59,49
2508,furniture-2508,furniture,35.96,56
2509,stationery-2509,stationery,37.33,63
2510,peripherals-2510,peripherals,38.70,70
2511,storage-2511,storage,40.07,77
2512,lighting-2512,lighting,41.44,84
2513,breakroom-2513,breakroom,42.81,91
2514,furniture-2514,furniture,44.18,98
2515,stationery-2515,stationery,45.55,105
2516,peripherals-2516,peripherals,46.92,112
2517,storage-2517,storage,48.29,119
2518,lighting-2518,lighting,49.66,126
2519,breakroom-2519,breakroom,51.03,133
2520,furniture-2520,furniture,52.40,140
2521,stationery-2521,stationery,53.77,147
2522,peripherals-2522,peripherals,55.14,154
2523,storage-2523,storage,56.51,161
2524,lighting-2524,lighting,57.88,168
2525,breakroom-2525,breakroom,59.25,175
2526,furniture-2526,furniture,60.62,182
2527,stationery-2527,stationery,61.99,189
2528,peripherals-2528,peripherals,63.36,196
2529,storage-2529,storage,64.73,203
2530,lighting-2530,lighting,66.10,210
2531,breakroom-2531,breakroom,67.47,217
2532,furniture-2532,furniture,68.84,224
2533,stationery-2533,stationery,70.21,231
2534,peripherals-2534,peripherals,71.58,238
2535,storage-2535,storage,72.95,245
2536,lighting-2536,lighting,74.32,252
2537,breakroom-2537,breakroom,75.69,259
2538,furniture-2538,furniture,77.06,266
2539,stationery-2539,stationery,78.43,273
2540,peripherals-2540,peripherals,79.80,280
2541,storage-2541,storage,81.17,287
2542,lighting-2542,lighting,82.54,294
2543,breakroom-2543,breakroom,83.91,301
2544,furniture-2544,furniture,85.28,308
2545,stationery-2545,stationery,86.65,315
2546,peripherals-2546,peripherals,88.02,322
2547,storage-2547,storage,89.39,329
2548,lighting-2548,lighting,90.76,336
2549,breakroom-2549,breakroom,92.13,343
2550,furniture-2550,furniture,93.50,350
2551,stationery-2551,stationery,94.87,357
2552,peripherals-2552,peripherals,96.24,364
2553,storage-2553,storage,97.61,371
2554,lighting-2554,lighting,98.98,378
2555,breakroom-2555,breakroom,0.35,385
2556,furniture-2556,furniture,1.72,392
2557,stationery-2557,stationery,3.09,399
2558,peripherals-2558,peripherals,4.46,406
2559,storage-2559,storage,5.83,413
2560,lighting-2560,lighting,7.20,420
2561,breakroom-2561,breakroom,8.57,427
2562,furniture-2562,furniture,9.94,434
2563,stationery-2563,stationery,11.31,441
2564,peripherals-2564,peripherals,12.68,448
2565,storage-2565,storage,14.05,455
2566,lighting-2566,lighting,15.42,462
2567,breakroom-2567,breakroom,16.79,469
2568,furniture-2568,furniture,18.16,476
2569,stationery-2569,stationery,19.53,483
2570,peripherals-2570,peripherals,20.90,490
2571,storage-2571,storage,22.27,497
2572,lighting-2572,lighting,23.64,4
2573,breakroom-2573,breakroom,25.01,11
2574,furniture-2574,furniture,26.38,18
2575,stationery-2575,stationery,27.75,25
2576,peripherals-2576,peripherals,29.12,32
2577,storage-2577,storage,30.49,39
2578,lighting-2578,lighting,31.86,46
2579,breakroom-2579,breakroom,33.23,53
2580,furniture-2580,furniture,34.60,60
2581,stationery-2581,stationery,35.97,67
2582,peripherals-2582,peripherals,37.34,74
2583,storage-2583,storage,38.71,81
2584,lighting-2584,lighting,40.08,88
2585,breakroom-2585,breakroom,41.45,95
2586,furniture-2586,furniture,42.82,102
2587,stationery-2587,stationery,44.19,109
2588,peripherals-2588,peripherals,45.56,116
2589,storage-2589,storage,46.93,123
2590,lighting-2590,lighting,48.30,130
2591,breakroom-2591,breakroom,49.67,137
2592,furniture-2592,furniture,51.04,144
2593,stationery-2593,stationery,52.41,151
2594,peripherals-2594,peripherals,53.78,158
2595,storage-2595,storage,55.15,165
2596,lighting-2596,lighting,56.52,172
2597,breakroom-2597,breakroom,57.89,179
2598,furniture-2598,furniture,59.26,186
2599,stationery-2599,stationery,60.63,193
2600,peripherals-2600,peripherals,62.00,200
2601,storage-2601,storage,63.37,207
2602,lighting-2602,lighting,64.74,214
2603,breakroom-2603,breakroom,66.11,221
2604,furniture-2604,furniture,67.48,228
2605,stationery-2605,stationery,68.85,235
2606,peripherals-2606,peripherals,70.22,242
2607,storage-2607,storage,71.59,249
2608,lighting-2608,lighting,72.96,256
2609,breakroom-2609,breakroom,74.33,263
2610,furniture-2610,furniture,75.70,270
2611,stationery-2611,stationery,77.07,277
2612,peripherals-2612,peripherals,78.44,284
2613,storage-2613,storage,79.81,291
2614,lighting-2614,lighting,81.18,298
2615,breakroom-2615,breakroom,82.55,305
2616,furniture-2616,furniture,83.92,312
2617,stationery-2617,stationery,85.29,319
2618,peripherals-2618,peripherals,86.66,326
2619,storage-2619,storage,88.03,333
2620,lighting-2620,lighting,89.40,340
2621,breakroom-2621,breakroom,90.77,347
2622,furniture-2622,furniture,92.14,354
2623,stationery-2623,stationery,93.51,361
2624,peripherals-2624,peripherals,94.88,368
2625,storage-2625,storage,96.25,375
2626,lighting-2626,lighting,97.62,382
2627,breakroom-2627,breakroom,98.99,389
2628,furniture-2628,furniture,0.36,396
2629,stationery-2629,stationery,1.73,403
2630,peripherals-2630,peripherals,3.10,410
2631,storage-2631,storage,4.47,417
2632,lighting-2632,lighting,5.84,424
2633,breakroom-2633,breakroom,7.21,431
2634,furniture-2634,furniture,8.58,438
2635,stationery-2635,stationery,9.95,445
2636,peripherals-2636,peripherals,11.32,452
2637,storage-2637,storage,12.69,459
2638,lighting-2638,lighting,14.06,466
2639,breakroom-2639,breakroom,15.43,473
2640,furniture-2640,furniture,16.80,480
2641,stationery-2641,stationery,18.17,487
2642,peripherals-2642,peripherals,19.54,494
2643,storage-2643,storage,20.91,1
2644,lighting-2644,lighting,22.28,8
2645,breakroom-2645,breakroom,23.65,15
2646,furniture-2646,furniture,25.02,22
2647,stationery-2647,stationery,26.39,29
2648,peripherals-2648,peripherals,27.76,36
2649,storage-2649,storage,29.13,43
2650,lighting-2650,lighting,30.50,50
2651,breakroom-2651,breakroom,31.87,57
2652,furniture-2652,furniture,33.24,64
2653,stationery-2653,stationery,34.61,71
2654,peripherals-2654,peripherals,35.98,78
2655,storage-2655,storage,37.35,85
2656,lighting-2656,lighting,38.72,92
2657,breakroom-2657,breakroom,40.09,99
2658,furniture-2658,furniture,41.46,106
2659,stationery-2659,stationery,42.83,113
2660,peripherals-2660,peripherals,44.20,120
2661,storage-2661,storage,45.57,127
2662,lighting-2662,lighting,46.94,134
2663,breakroom-2663,breakroom,48.31,141
2664,furniture-2664,furniture,49.68,148
2665,stationery-2665,stationery,51.05,155
2666,peripherals-2666,peripherals,52.42,162
2667,storage-2667,storage,53.79,169
2668,lighting-2668,lighting,55.16,176
2669,breakroom-2669,breakroom,56.53,183
2670,furniture-2670,furniture,57.90,190
2671,stationery-2671,stationery,59.27,197
2672,peripherals-2672,peripherals,60.64,204
2673,storage-2673,storage,62.01,211
2674,lighting-2674,lighting,63.38,218
2675,breakroom-2675,breakroom,64.75,225
2676,furniture-2676,furniture,66.12,232
2677,stationery-2677,stationery,67.49,239
2678,peripherals-2678,peripherals,68.86,246
2679,storage-2679,storage,70.23,253
2680,lighting-2680,lighting,71.60,260
2681,breakroom-2681,breakroom,72.97,267
2682,furniture-2682,furniture,74.34,274
2683,stationery-2683,stationery,75.71,281
2684,peripherals-2684,peripherals,77.08,288
2685,storage-2685,storage,78.45,295
2686,lighting-2686,lighting,79.82,302
2687,breakroom-2687,breakroom,81.19,309
2688,furniture-2688,furniture,82.56,316
2689,stationery-2689,stationery,83.93,323
2690,peripherals-2690,peripherals,85.30,330
2691,storage-2691,storage,86.67,337
2692,lighting-2692,lighting,88.04,344
2693,breakroom-2693,breakroom,89.41,351
2694,furniture-2694,furniture,90.78,358
2695,stationery-2695,stationery,92.15,365
2696,peripherals-2696,peripherals,93.52,372
2697,storage-2697,storage,94.89,379
2698,lighting-2698,lighting,96.26,386
2699,breakroom-2699,breakroom,97.63,393
2700,furniture-2700,furniture,99.00,400
2701,stationery-2701,stationery,0.37,407
2702,peripherals-2702,peripherals,1.74,414
2703,storage-2703,storage,3.11,421
2704,lighting-2704,lighting,4.48,428
2705,breakroom-2705,breakroom,5.85,435
2706,furniture-2706,furniture,7.22,442
2707,stationery-2707,stationery,8.59,449
2708,peripherals-2708,peripherals,9.96,456
2709,storage-2709,storage,11.33,463
2710,lighting-2710,lighting,12.70,470
2711,breakroom-2711,breakroom,14.07,477
2712,furniture-2712,furniture,15.44,484
2713,stationery-2713,stationery,16.81,491
2714,peripherals-2714,peripherals,18.18,498
2715,storage-2715,storage,19.55,5
2716,lighting-2716,lighting,20.92,12
2717,breakroom-2717,breakroom,22.29,19
2718,furniture-2718,furniture,23.66,26
2719,stationery-2719,stationery,25.03,33
2720,peripherals-2720,peripherals,26.40,40
2721,storage-2721,storage,27.77,47
2722,lighting-2722,lighting,29.14,54
2723,breakroom-2723,breakroom,30.51,61
2724,furniture-2724,furniture,31.88,68
2725,stationery-2725,stationery,33.25,75
2726,peripherals-2726,peripherals,34.62,82
2727,storage-2727,storage,35.99,89
2728,lighting-2728,lighting,37.36,96
2729,breakroom-2729,breakroom,38.73,103
2730,furniture-2730,furniture,40.10,110
2731,stationery-2731,stationery,41.47,117
2732,peripherals-2732,peripherals,42.84,124
2733,storage-2733,storage,44.21,131
2734,lighting-2734,lighting,45.58,138
2735,breakroom-2735,breakroom,46.95,145
2736,furniture-2736,furniture,48.32,152
2737,stationery-2737,stationery,49.69,159
2738,peripherals-2738,peripherals,51.06,166
2739,storage-2739,storage,52.43,173
2740,lighting-2740,lighting,53.80,180
2741,breakroom-2741,breakroom,55.17,187
2742,furniture-2742,furniture,56.54,194
2743,stationery-2743,stationery,57.91,201
2744,peripherals-2744,peripherals,59.28,208
2745,storage-2745,storage,60.65,215
2746,lighting-2746,lighting,62.02,222
2747,breakroom-2747,breakroom,63.39,229
2748,furniture-2748,furniture,64.76,236
2749,stationery-2749,stationery,66.13,243
2750,peripherals-2750,peripherals,67.50,250
2751,storage-2751,storage,68.87,257
2752,lighting-2752,lighting,70.24,264
2753,breakroom-2753,breakroom,71.61,271
2754,furniture-2754,furniture,72.98,278
2755,stationery-2755,stationery,74.35,285
2756,peripherals-2756,peripherals,75.72,292
2757,storage-2757,storage,77.09,299
2758,lighting-2758,lighting,78.46,306
2759,breakroom-2759,breakroom,79.83,313
2760,furniture-2760,furniture,81.20,320
2761,stationery-2761,stationery,82.57,327
2762,peripherals-2762,peripherals,83.94,334
2763,storage-2763,storage,85.31,341
2764,lighting-2764,lighting,86.68,348
2765,breakroom-2765,breakroom,88.05,355
2766,furniture-2766,furniture,89.42,362
2767,stationery-2767,stationery,90.79,369
2768,peripherals-2768,peripherals,92.16,376
2769,storage-2769,storage,93.53,383
2770,lighting-2770,lighting,94.90,390
2771,breakroom-2771,breakroom,96.27,397
2772,furniture-2772,furniture,97.64,404
2773,stationery-2773,stationery,99.01,411
2774,peripherals-2774,peripherals,0.38,418
2775,storage-2775,storage,1.75,425
2776,lighting-2776,lighting,3.12,432
2777,breakroom-2777,breakroom,4.49,439
2778,furniture-2778,furniture,5.86,446
2779,stationery-2779,stationery,7.23,453
2780,peripherals-2780,peripherals,8.60,460
2781,storage-2781,storage,9.97,467
2782,lighting-2782,lighting,11.34,474
2783,breakroom-2783,breakroom,12.71,481
2784,furniture-2784,furniture,14.08,488
2785,stationery-2785,stationery,15.45,495
2786,peripherals-2786,peripherals,16.82,2
2787,storage-2787,storage,18.19,9
2788,lighting-2788,lighting,19.56,16
2789,breakroom-2789,breakroom,20.93,23
2790,furniture-2790,furniture,22.30,30
2791,stationery-2791,stationery,23.67,37
2792,peripherals-2792,peripherals,25.04,44
2793,storage-2793,storage,26.41,51
2794,lighting-2794,lighting,27.78,58
2795,breakroom-2795,breakroom,29.15,65
2796,furniture-2796,furniture,30.52,72
2797,stationery-2797,stationery,31.89,79
2798,peripherals-2798,peripherals,33.26,86
2799,storage-2799,storage,34.63,93
2800,lighting-2800,lighting,36.00,100
2801,breakroom-2801,breakroom,37.37,107
2802,furniture-2802,furniture,38.74,114
2803,stationery-2803,stationery,40.11,121
2804,peripherals-2804,peripherals,41.48,128
2805,storage-2805,storage,42.85,135
2806,lighting-2806,lighting,44.22,142
2807,breakroom-2807,breakroom,45.59,149
2808,furniture-2808,furniture,46.96,156
2809,stationery-2809,stationery,48.33,163
2810,peripherals-2810,peripherals,49.70,170
2811,storage-2811,storage,51.07,177
2812,lighting-2812,lighting,52.44,184
2813,breakroom-2813,breakroom,53.81,191
2814,furniture-2814,furniture,55.18,198
2815,stationery-2815,stationery,56.55,205
2816,peripherals-2816,peripherals,57.92,212
2817,storage-2817,storage,59.29,219
2818,lighting-2818,lighting,60.66,226
